#Thorlabs FTS
[SpectrumHeader]
#Date,20180530
#Time,14452515
#GMTTime,12452515
#XAxisUnit,nm_air
#YAxisUnit,intensity
#Average,1
#RollingAverage,0
#SpectrumSmooth,0
#SSmoothParam1,0
#SSmoothParam2,0
#SSmoothParam3,0
#SSmoothParam4,0
#IntegrationTime,0.500000
#TriggerMode,0
#InterferometerSerial,M00454179
#Source,
#AirMeasureOpt,0
#WnrMin,0.000000
#WnrMax,0.000000
#Length,3648
#Resolution,0.0000000000e+000
#ADC,0
#Instrument,0
#InstrModel,CCS175
#Type,emission
#AirTemp,0.00
#AirPressure,0.00
#AirRelHum,0.00
#Name,
#Comment,""
[Data]
4.993849182e+002,-1.331845298e-003
4.995432129e+002,-9.957540780e-003
4.997015381e+002,7.397462148e-003
4.998598633e+002,1.569289365e-003
5.000181885e+002,6.775790360e-003
5.001765137e+002,6.594469305e-003
5.003348694e+002,9.029350244e-003
5.004932251e+002,6.154118571e-003
5.006515808e+002,9.476176929e-004
5.008099670e+002,5.817379802e-003
5.009683533e+002,9.055253118e-003
5.011267395e+002,4.703551065e-003
5.012851257e+002,1.395091787e-002
5.014435425e+002,9.651022032e-003
5.016019592e+002,-7.619796088e-004
5.017603760e+002,1.990860514e-002
5.019188232e+002,1.444307528e-002
5.020772400e+002,1.029859670e-002
5.022356873e+002,6.102312356e-003
5.023941650e+002,1.402862743e-002
5.025526123e+002,7.708297577e-003
5.027110901e+002,5.221610889e-003
5.028695679e+002,1.517483382e-003
5.030280762e+002,6.180021446e-003
5.031865540e+002,8.355872706e-003
5.033450623e+002,5.636058748e-003
5.035036011e+002,1.828319277e-003
5.036621094e+002,-4.252407234e-004
5.038206482e+002,1.353647001e-002
5.039791870e+002,9.469700977e-003
5.041377258e+002,7.501074113e-003
5.042962952e+002,3.777519159e-004
5.044548340e+002,-1.202330459e-003
5.046134338e+002,1.063533593e-002
5.047720032e+002,1.195638813e-002
5.049306030e+002,1.672901330e-003
5.050891724e+002,1.682614908e-002
5.052478027e+002,9.391992353e-003
5.054064026e+002,7.915521972e-003
5.055650330e+002,2.428621054e-002
5.057236633e+002,7.423365023e-003
5.058822937e+002,9.754633531e-003
5.060409546e+002,3.434304614e-003
5.061995850e+002,1.387968543e-003
5.063582764e+002,1.156784315e-002
5.065169373e+002,4.858969245e-003
5.066756287e+002,3.330692649e-003
5.068342896e+002,1.288889535e-002
5.069930115e+002,1.066123880e-002
5.071517029e+002,1.595192356e-003
5.073104248e+002,-4.621524829e-003
5.074691467e+002,1.310259569e-003
5.076278687e+002,1.462439541e-002
5.077865906e+002,4.315006081e-003
5.079453430e+002,3.693334525e-003
5.081040955e+002,7.630588952e-003
5.082628479e+002,2.009640215e-003
5.084216309e+002,1.309611928e-002
5.085804138e+002,5.817379802e-003
5.087391968e+002,5.843282677e-003
5.088979797e+002,7.662967546e-004
5.090567932e+002,4.107782152e-003
5.092156067e+002,2.087349305e-003
5.093744202e+002,6.646275055e-003
5.095332642e+002,2.097062767e-002
5.096920776e+002,6.309536286e-003
5.098509216e+002,1.092026848e-002
5.100097961e+002,1.426175423e-002
5.101686401e+002,5.765573587e-003
5.103275146e+002,3.252983792e-003
5.104863892e+002,5.791476462e-003
5.106452637e+002,-4.854651634e-003
5.108041687e+002,1.384730637e-002
5.109630737e+002,5.506543908e-003
5.111219788e+002,1.692976244e-002
5.112808838e+002,2.683117986e-003
5.114398193e+002,1.599725336e-002
5.115987549e+002,9.495603852e-003
5.117576904e+002,4.807163030e-003
5.119166565e+002,9.236574173e-003
5.120756226e+002,9.625119157e-003
5.122345581e+002,4.159588367e-003
5.123935547e+002,9.366089478e-003
5.125525513e+002,3.330692649e-003
5.127114868e+002,-1.383651281e-003
5.128704834e+002,2.087349305e-003
5.130295410e+002,9.288379923e-003
5.131885376e+002,1.016908139e-002
5.133475342e+002,1.284356578e-003
5.135065918e+002,1.374369394e-002
5.136656494e+002,3.874655347e-003
5.138246460e+002,5.506543908e-003
5.139837036e+002,1.408043317e-002
5.141428223e+002,1.076485030e-002
5.143018799e+002,4.211394116e-003
5.144609375e+002,1.366598532e-002
5.146200562e+002,9.417895228e-003
5.147791138e+002,1.379550062e-002
5.149382324e+002,1.172326133e-002
5.150973511e+002,2.475894056e-003
5.152564697e+002,1.099797711e-002
5.154155884e+002,1.369188819e-002
5.155747070e+002,4.884872120e-003
5.157338867e+002,-4.258883186e-003
5.158930054e+002,1.231903024e-002
5.160521851e+002,1.156784315e-002
5.162113647e+002,2.076340467e-002
5.163705444e+002,5.834864080e-002
5.165297241e+002,7.438258827e-002
5.166889038e+002,8.637567610e-002
5.168480835e+002,9.396525472e-002
5.170073242e+002,1.310583353e-001
5.171665649e+002,1.491386145e-001
5.173257446e+002,1.810251921e-001
5.174849854e+002,1.886406690e-001
5.176442261e+002,1.749120951e-001
5.178034668e+002,1.384406835e-001
5.179627686e+002,7.453800738e-002
5.181220093e+002,3.648651764e-002
5.182813110e+002,2.330189757e-002
5.184405518e+002,1.112749241e-002
5.185998535e+002,9.184768423e-003
5.187591553e+002,1.646350883e-002
5.189184570e+002,-6.259889051e-005
5.190777588e+002,6.439051125e-003
5.192371216e+002,4.295578983e-004
5.193964233e+002,1.304431353e-002
5.195557861e+002,7.708297577e-003
5.197150879e+002,7.319753058e-003
