#Thorlabs FTS
[SpectrumHeader]
#Date;20180530
#Time;14065322
#GMTTime;12065322
#XAxisUnit;nm_air
#YAxisUnit;intensity
#Average;1
#RollingAverage;0
#SpectrumSmooth;0
#SSmoothParam1;0
#SSmoothParam2;0
#SSmoothParam3;0
#SSmoothParam4;0
#IntegrationTime;1.000000
#TriggerMode;0
#InterferometerSerial;M00454179
#Source;
#AirMeasureOpt;0
#WnrMin;0.000000
#WnrMax;0.000000
#Length;3648
#Resolution;0.0000000000e+000
#ADC;0
#Instrument;0
#InstrModel;CCS175
#Type;emission
#AirTemp;0.00
#AirPressure;0.00
#AirRelHum;0.00
#Name;
#Comment;""
[Data]
4.993849182e+002;7.639621035e-004
4.995432129e+002;-1.078133285e-002
4.997015381e+002;1.183370687e-002
4.998598633e+002;7.685855031e-003
5.000181885e+002;1.928398944e-002
5.001765137e+002;1.180728804e-002
5.003348694e+002;8.319921792e-003
5.004932251e+002;1.473984588e-002
5.006515808e+002;1.273196843e-002
5.008099670e+002;1.783091947e-002
5.009683533e+002;1.444923133e-002
5.011267395e+002;1.053915452e-002
5.012851257e+002;2.874214761e-002
5.014435425e+002;2.012941055e-002
5.016019592e+002;5.704397336e-003
5.017603760e+002;2.755327336e-002
5.019188232e+002;2.559823543e-002
5.020772400e+002;1.032779925e-002
5.022356873e+002;1.450207084e-002
5.023941650e+002;2.174099721e-002
5.025526123e+002;1.730253175e-002
5.027110901e+002;8.716213517e-003
5.028695679e+002;4.515522625e-003
5.030280762e+002;1.835930906e-002
5.031865540e+002;2.026150934e-002
5.033450623e+002;9.271021932e-003
5.035036011e+002;2.903936664e-003
5.036621094e+002;5.598719697e-003
5.038206482e+002;2.694562636e-002
5.039791870e+002;1.051273569e-002
5.041377258e+002;1.030137949e-002
5.042962952e+002;7.078208029e-003
5.044548340e+002;5.149588920e-003
5.046134338e+002;1.540033147e-002
5.047720032e+002;1.608723775e-002
5.049306030e+002;8.716213517e-003
5.050891724e+002;2.982534468e-002
5.052478027e+002;1.540033147e-002
5.054064026e+002;1.178086828e-002
5.055650330e+002;2.829301730e-002
5.057236633e+002;2.078989707e-002
5.058822937e+002;8.531277068e-003
5.060409546e+002;1.072409097e-002
5.061995850e+002;1.244135480e-002
5.063582764e+002;2.234864421e-002
5.065169373e+002;6.840432994e-003
5.066756287e+002;7.712274790e-003
5.068342896e+002;2.720982023e-002
5.069930115e+002;2.065780014e-002
5.071517029e+002;6.312044337e-003
5.073104248e+002;-2.538467757e-003
5.074691467e+002;2.005675808e-003
5.076278687e+002;3.059150837e-002
5.077865906e+002;1.027496066e-002
5.079453430e+002;7.368822116e-003
5.081040955e+002;2.068421990e-002
5.082628479e+002;1.339245401e-002
5.084216309e+002;1.830646954e-002
5.085804138e+002;7.897210307e-003
5.087391968e+002;1.854424551e-002
5.088979797e+002;1.320751850e-002
5.090567932e+002;4.991072230e-003
5.092156067e+002;8.636955172e-003
5.093744202e+002;1.806869544e-002
5.095332642e+002;3.302209824e-002
5.096920776e+002;8.029308170e-003
5.098509216e+002;1.423787605e-002
5.100097961e+002;2.641723864e-002
5.101686401e+002;1.294332370e-002
5.103275146e+002;7.765113376e-003
5.104863892e+002;1.156951301e-002
5.106452637e+002;3.749358701e-003
5.108041687e+002;2.824017964e-002
5.109630737e+002;7.025369443e-003
5.111219788e+002;1.740820892e-002
5.112808838e+002;1.080334932e-002
5.114398193e+002;3.051225096e-002
5.115987549e+002;8.002888411e-003
5.117576904e+002;1.312826015e-002
5.119166565e+002;2.456787787e-002
5.120756226e+002;1.968028024e-002
5.122345581e+002;8.082146756e-003
5.123935547e+002;1.418503746e-002
5.125525513e+002;1.373590715e-002
5.127114868e+002;5.149588920e-003
5.128704834e+002;9.667313658e-003
5.130295410e+002;1.471342612e-002
5.131885376e+002;2.105409093e-002
5.133475342e+002;8.293502033e-003
5.135065918e+002;1.365664881e-002
5.136656494e+002;8.082146756e-003
5.138246460e+002;1.130531821e-002
5.139837036e+002;2.625872195e-002
5.141428223e+002;1.463416778e-002
5.143018799e+002;4.145650193e-003
5.144609375e+002;1.989163645e-002
5.146200562e+002;2.322048508e-002
5.147791138e+002;1.444923133e-002
5.149382324e+002;2.121260762e-002
5.150973511e+002;5.968591664e-003
5.152564697e+002;2.829301730e-002
5.154155884e+002;1.267912891e-002
5.155747070e+002;7.791533135e-003
5.157338867e+002;-4.519925918e-003
5.158930054e+002;1.767240278e-002
5.160521851e+002;5.995010957e-003
5.162113647e+002;1.413219888e-002
5.163705444e+002;3.278432414e-002
5.165297241e+002;5.360944662e-003
5.166889038e+002;1.114680152e-002
5.168480835e+002;1.318109874e-002
5.170073242e+002;3.598107398e-002
5.171665649e+002;3.146335110e-002
5.173257446e+002;2.414516546e-002
5.174849854e+002;2.839869633e-002
5.176442261e+002;4.398616403e-002
5.178034668e+002;3.954770043e-002
5.179627686e+002;2.031434700e-002
5.181220093e+002;2.224296704e-002
5.182813110e+002;2.290345170e-002
5.184405518e+002;1.767240278e-002
5.185998535e+002;7.765113376e-003
5.187591553e+002;1.442281250e-002
5.189184570e+002;6.417721976e-003
5.190777588e+002;1.230925694e-002
5.192371216e+002;7.705669850e-005
5.193964233e+002;1.960102282e-002
5.195557861e+002;1.706475578e-002
5.197150879e+002;1.540033147e-002
5.198744507e+002;2.983195009e-003
5.200338135e+002;5.063725985e-005
5.201931763e+002;7.157466374e-003
5.203525391e+002;1.003718562e-002
5.205119629e+002;9.508796968e-003
5.206713257e+002;4.568361212e-003
5.208307495e+002;1.172802970e-002
5.209901733e+002;2.977250703e-002
5.211495972e+002;1.627217233e-002
5.213090210e+002;1.661562547e-002
5.214684448e+002;1.423787605e-002
5.216278687e+002;8.082146756e-003
5.217873535e+002;1.746104844e-002
5.219467773e+002;1.394726243e-002
5.221062622e+002;2.345826104e-002
