time,ch1m1,ch2m1,ch3m1,ch1m2,ch2m2,ch3m2,ch1m3,ch2m3,ch3m3,ch1m4,ch2m4,ch3m4,ch1m5,ch2m5,ch3m5,ch1m6,ch2m6,ch3m6,ch1m7,ch2m7,ch3m7,ch1m8,ch2m8,ch3m8,ch1m9,ch2m9,ch3m9,ch1m10,ch2m10,ch3m10,ch1m11,ch2m11,ch3m11,ch1m12,ch2m12,ch3m12,ch1m13,ch2m13,ch3m13,ch1m14,ch2m14,ch3m14,ch1m15,ch2m15,ch3m15,ch1m16,ch2m16,ch3m16,ch1m17,ch2m17,ch3m17,ch1m18,ch2m18,ch3m18,ch1m19,ch2m19,ch3m19,ch1m20,ch2m20,ch3m20
-0.17299582985821524,0.052000000000000005,0.08,-5.08,0.052000000000000005,0.08,-5.08,0.048,0.08,-5.08,0.05,0.08,-5.08,0.054,0.08,-5.08,0.048,0.08,-5.08,0.052000000000000005,0.08,-5.08,0.052000000000000005,0.08,-5.08,0.05,0.08,-5.08,0.054,0.08,-5.08,0.054,0.08,-5.08,0.05,0.08,-5.08,0.054,0.08,-5.08,0.054,0.08,-5.08,0.048,0.08,-5.08,0.056,0.08,-5.08,0.056,0.08,-5.08,0.052000000000000005,0.08,-5.08,0.056,0.08,-5.08,0.05,0.08,-5.08
-0.17249541284403674,0.048,0.24,-5.08,0.048,0.24,-5.08,0.052000000000000005,0.24,-5.08,0.046,0.24,-5.08,0.048,0.24,-5.08,0.052000000000000005,0.24,-5.08,0.048,0.24,-5.08,0.048,0.24,-5.08,0.046,0.24,-5.08,0.048,0.24,-5.08,0.048,0.24,-5.08,0.046,0.24,-5.08,0.05,0.24,-5.08,0.048,0.24,-5.08,0.052000000000000005,0.24,-5.08,0.05,0.24,-5.08,0.05,0.24,-5.08,0.046,0.24,-5.08,0.05,0.24,-5.08,0.046,0.24,-5.08
-0.17199499582985825,0.05,0.24,-5.08,0.05,0.24,-5.08,0.052000000000000005,0.24,-5.08,0.046,0.24,-5.08,0.052000000000000005,0.24,-5.08,0.05,0.24,-5.08,0.05,0.24,-5.08,0.052000000000000005,0.24,-5.08,0.046,0.24,-5.08,0.052000000000000005,0.24,-5.08,0.052000000000000005,0.24,-5.08,0.05,0.24,-5.08,0.052000000000000005,0.24,-5.08,0.052000000000000005,0.24,-5.08,0.05,0.24,-5.08,0.054,0.24,-5.08,0.05,0.24,-5.08,0.05,0.24,-5.08,0.054,0.24,-5.08,0.05,0.24,-5.08
-0.17149457881567978,0.046,0.08,-5.08,0.046,0.08,-5.08,0.046,0.08,-5.08,0.05,0.08,-5.08,0.048,0.08,-5.08,0.046,0.08,-5.08,0.046,0.08,-5.08,0.046,0.08,-5.08,0.05,0.08,-5.08,0.046,0.08,-5.08,0.048,0.08,-5.08,0.046,0.08,-5.08,0.05,0.08,-5.08,0.046,0.08,-5.08,0.046,0.08,-5.08,0.05,0.08,-5.08,0.054,0.08,-5.08,0.046,0.08,-5.08,0.05,0.08,-5.08,0.046,0.08,-5.08
-0.1709941618015013,0.048,0.24,-5.08,0.05,0.24,-5.08,0.05,0.24,-5.08,0.048,0.24,-5.08,0.05,0.24,-5.08,0.05,0.24,-5.08,0.05,0.24,-5.08,0.046,0.24,-5.08,0.05,0.24,-5.08,0.05,0.24,-5.08,0.052000000000000005,0.24,-5.08,0.048,0.24,-5.08,0.052000000000000005,0.24,-5.08,0.05,0.24,-5.08,0.046,0.24,-5.08,0.054,0.24,-5.08,0.052000000000000005,0.24,-5.08,0.05,0.24,-5.08,0.052000000000000005,0.24,-5.08,0.05,0.24,-5.08
-0.17049374478732282,0.044,0.08,-5.08,0.044,0.08,-5.08,0.044,0.08,-5.08,0.044,0.08,-5.08,0.046,0.08,-5.08,0.044,0.08,-5.08,0.046,0.08,-5.08,0.05,0.08,-5.08,0.044,0.08,-5.08,0.046,0.08,-5.08,0.046,0.08,-5.08,0.044,0.08,-5.08,0.048,0.08,-5.08,0.046,0.08,-5.08,0.05,0.08,-5.08,0.048,0.08,-5.08,0.048,0.08,-5.08,0.046,0.08,-5.08,0.048,0.08,-5.08,0.044,0.08,-5.08
-0.16999332777314433,0.048,0.24,-5.08,0.048,0.24,-5.08,0.048,0.24,-5.08,0.048,0.24,-5.08,0.05,0.24,-5.08,0.048,0.24,-5.08,0.048,0.24,-5.08,0.048,0.24,-5.08,0.048,0.24,-5.08,0.048,0.24,-5.08,0.05,0.24,-5.08,0.048,0.24,-5.08,0.052000000000000005,0.24,-5.08,0.05,0.24,-5.08,0.048,0.24,-5.08,0.052000000000000005,0.24,-5.08,0.052000000000000005,0.24,-5.08,0.048,0.24,-5.08,0.052000000000000005,0.24,-5.08,0.048,0.24,-5.08
-0.16949291075896586,0.044,0.08,-5.08,0.044,0.08,-5.08,0.044,0.08,-5.08,0.042,0.08,-5.08,0.044,0.08,-5.08,0.044,0.08,-5.08,0.044,0.08,-5.08,0.044,0.08,-5.08,0.044,0.08,-5.08,0.044,0.08,-5.08,0.044,0.08,-5.08,0.042,0.08,-5.08,0.046,0.08,-5.08,0.046,0.08,-5.08,0.044,0.08,-5.08,0.048,0.08,-5.08,0.046,0.08,-5.08,0.044,0.08,-5.08,0.046,0.08,-5.08,0.044,0.08,-5.08
-0.16899249374478736,0.048,0.24,-5.08,0.046,0.24,-5.08,0.048,0.24,-5.08,0.046,0.24,-5.08,0.048,0.24,-5.08,0.048,0.24,-5.08,0.048,0.24,-5.08,0.044,0.24,-5.08,0.046,0.24,-5.08,0.048,0.24,-5.08,0.05,0.24,-5.08,0.046,0.24,-5.08,0.05,0.24,-5.08,0.048,0.24,-5.08,0.048,0.24,-5.08,0.05,0.24,-5.08,0.05,0.24,-5.08,0.046,0.24,-5.08,0.05,0.24,-5.08,0.046,0.24,-5.08
-0.1684920767306089,0.042,0.08,-5.08,0.042,0.08,-5.08,0.044,0.08,-5.08,0.042,0.08,-5.08,0.044,0.08,-5.08,0.042,0.08,-5.08,0.044,0.08,-5.08,0.048,0.08,-5.08,0.042,0.08,-5.08,0.044,0.08,-5.08,0.044,0.08,-5.08,0.042,0.08,-5.08,0.044,0.08,-5.08,0.044,0.08,-5.08,0.042,0.08,-5.08,0.046,0.08,-5.08,0.046,0.08,-5.08,0.042,0.08,-5.08,0.046,0.08,-5.08,0.042,0.08,-5.08
-0.1679916597164304,0.046,0.08,-5.08,0.046,0.08,-5.08,0.048,0.08,-5.08,0.046,0.08,-5.08,0.048,0.08,-5.08,0.046,0.08,-5.08,0.046,0.08,-5.08,0.046,0.08,-5.08,0.042,0.08,-5.08,0.048,0.08,-5.08,0.048,0.08,-5.08,0.044,0.08,-5.08,0.05,0.08,-5.08,0.048,0.08,-5.08,0.042,0.08,-5.08,0.05,0.08,-5.08,0.05,0.08,-5.08,0.042,0.08,-5.08,0.05,0.08,-5.08,0.046,0.08,-5.08
-0.1674912427022519,0.042,0.24,-5.08,0.042,0.24,-5.08,0.042,0.24,-5.08,0.04,0.24,-5.08,0.042,0.24,-5.08,0.042,0.24,-5.08,0.042,0.24,-5.08,0.042,0.24,-5.08,0.046,0.24,-5.08,0.042,0.24,-5.08,0.044,0.24,-5.08,0.04,0.24,-5.08,0.044,0.24,-5.08,0.042,0.24,-5.08,0.046,0.24,-5.08,0.044,0.24,-5.08,0.044,0.24,-5.08,0.046,0.24,-5.08,0.044,0.24,-5.08,0.04,0.24,-5.08
-0.16699082568807344,0.044,0.08,-5.08,0.044,0.08,-5.08,0.042,0.08,-5.08,0.04,0.08,-5.08,0.046,0.08,-5.08,0.044,0.08,-5.08,0.046,0.08,-5.08,0.042,0.08,-5.08,0.046,0.08,-5.08,0.042,0.08,-5.08,0.046,0.08,-5.08,0.04,0.08,-5.08,0.048,0.08,-5.08,0.042,0.08,-5.08,0.044,0.08,-5.08,0.048,0.08,-5.08,0.044,0.08,-5.08,0.046,0.08,-5.08,0.048,0.08,-5.08,0.04,0.08,-5.08
-0.16649040867389495,0.04,0.24,-5.08,0.04,0.24,-5.08,0.046,0.24,-5.08,0.044,0.24,-5.08,0.042,0.24,-5.08,0.04,0.24,-5.08,0.04,0.24,-5.08,0.046,0.24,-5.08,0.04,0.24,-5.08,0.046,0.24,-5.08,0.042,0.24,-5.08,0.044,0.24,-5.08,0.042,0.24,-5.08,0.046,0.24,-5.08,0.04,0.24,-5.08,0.044,0.24,-5.08,0.048,0.24,-5.08,0.04,0.24,-5.08,0.042,0.24,-5.08,0.044,0.24,-5.08
-0.16598999165971648,0.044,0.24,-5.08,0.044,0.24,-5.08,0.046,0.24,-5.08,0.038,0.24,-5.08,0.046,0.24,-5.08,0.044,0.24,-5.08,0.044,0.24,-5.08,0.044,0.24,-5.08,0.042,0.24,-5.08,0.044,0.24,-5.08,0.046,0.24,-5.08,0.044,0.24,-5.08,0.046,0.24,-5.08,0.044,0.24,-5.08,0.044,0.24,-5.08,0.046,0.24,-5.08,0.048,0.24,-5.08,0.044,0.24,-5.08,0.046,0.24,-5.08,0.044,0.24,-5.08
-0.16548957464553798,0.04,0.08,-5.08,0.04,0.08,-5.08,0.04,0.08,-5.08,0.042,0.08,-5.08,0.04,0.08,-5.08,0.04,0.08,-5.08,0.04,0.08,-5.08,0.04,0.08,-5.08,0.038,0.08,-5.08,0.04,0.08,-5.08,0.04,0.08,-5.08,0.038,0.08,-5.08,0.042,0.08,-5.08,0.04,0.08,-5.08,0.038,0.08,-5.08,0.042,0.08,-5.08,0.042,0.08,-5.08,0.038,0.08,-5.08,0.042,0.08,-5.08,0.038,0.08,-5.08
-0.16498915763135952,0.044,0.08,-5.08,0.042,0.08,-5.08,0.044,0.08,-5.08,0.042,0.08,-5.08,0.044,0.08,-5.08,0.042,0.08,-5.08,0.044,0.08,-5.08,0.042,0.08,-5.08,0.042,0.08,-5.08,0.04,0.08,-5.08,0.04,0.08,-5.08,0.038,0.08,-5.08,0.044,0.08,-5.08,0.04,0.08,-5.08,0.042,0.08,-5.08,0.042,0.08,-5.08,0.046,0.08,-5.08,0.038,0.08,-5.08,0.046,0.08,-5.08,0.042,0.08,-5.08
-0.16448874061718102,0.038,0.24,-5.08,0.038,0.24,-5.08,0.038,0.24,-5.08,0.036000000000000004,0.24,-5.08,0.038,0.24,-5.08,0.038,0.24,-5.08,0.038,0.24,-5.08,0.038,0.24,-5.08,0.038,0.24,-5.08,0.044,0.24,-5.08,0.044,0.24,-5.08,0.042,0.24,-5.08,0.04,0.24,-5.08,0.044,0.24,-5.08,0.038,0.24,-5.08,0.046,0.24,-5.08,0.04,0.24,-5.08,0.042,0.24,-5.08,0.04,0.24,-5.08,0.038,0.24,-5.08
-0.16398832360300256,0.042,0.08,-5.08,0.042,0.08,-5.08,0.042,0.08,-5.08,0.04,0.08,-5.08,0.042,0.08,-5.08,0.042,0.08,-5.08,0.042,0.08,-5.08,0.038,0.08,-5.08,0.042,0.08,-5.08,0.042,0.08,-5.08,0.044,0.08,-5.08,0.04,0.08,-5.08,0.044,0.08,-5.08,0.042,0.08,-5.08,0.038,0.08,-5.08,0.046,0.08,-5.08,0.04,0.08,-5.08,0.042,0.08,-5.08,0.044,0.08,-5.08,0.038,0.08,-5.08
-0.16348790658882406,0.038,0.24,-5.08,0.036000000000000004,0.24,-5.08,0.038,0.24,-5.08,0.036000000000000004,0.24,-5.08,0.038,0.24,-5.08,0.036000000000000004,0.24,-5.08,0.038,0.24,-5.08,0.042,0.24,-5.08,0.036000000000000004,0.24,-5.08,0.038,0.24,-5.08,0.038,0.24,-5.08,0.036000000000000004,0.24,-5.08,0.04,0.24,-5.08,0.038,0.24,-5.08,0.042,0.24,-5.08,0.04,0.24,-5.08,0.044,0.24,-5.08,0.036000000000000004,0.24,-5.08,0.04,0.24,-5.08,0.042,0.24,-5.08
-0.1629874895746456,0.04,0.08,-5.08,0.04,0.08,-5.08,0.04,0.08,-5.08,0.04,0.08,-5.08,0.042,0.08,-5.08,0.04,0.08,-5.08,0.04,0.08,-5.08,0.042,0.08,-5.08,0.04,0.08,-5.08,0.042,0.08,-5.08,0.038,0.08,-5.08,0.036000000000000004,0.08,-5.08,0.042,0.08,-5.08,0.042,0.08,-5.08,0.036000000000000004,0.08,-5.08,0.044,0.08,-5.08,0.04,0.08,-5.08,0.04,0.08,-5.08,0.044,0.08,-5.08,0.036000000000000004,0.08,-5.08
-0.1624870725604671,0.036000000000000004,0.24,-5.08,0.036000000000000004,0.24,-5.08,0.036000000000000004,0.24,-5.08,0.036000000000000004,0.24,-5.08,0.036000000000000004,0.24,-5.08,0.036000000000000004,0.24,-5.08,0.036000000000000004,0.24,-5.08,0.036000000000000004,0.24,-5.08,0.036000000000000004,0.24,-5.08,0.036000000000000004,0.24,-5.08,0.042,0.24,-5.08,0.04,0.24,-5.08,0.038,0.24,-5.08,0.038,0.24,-5.08,0.042,0.24,-5.08,0.04,0.24,-5.08,0.044,0.24,-5.08,0.036000000000000004,0.24,-5.08,0.04,0.24,-5.08,0.04,0.24,-5.08
-0.1619866555462886,0.04,0.08,-5.08,0.04,0.08,-5.08,0.04,0.08,-5.08,0.038,0.08,-5.08,0.04,0.08,-5.08,0.04,0.08,-5.08,0.04,0.08,-5.08,0.04,0.08,-5.08,0.04,0.08,-5.08,0.042,0.08,-5.08,0.042,0.08,-5.08,0.038,0.08,-5.08,0.042,0.08,-5.08,0.04,0.08,-5.08,0.04,0.08,-5.08,0.042,0.08,-5.08,0.044,0.08,-5.08,0.04,0.08,-5.08,0.042,0.08,-5.08,0.038,0.08,-5.08
-0.16148623853211014,0.036000000000000004,0.24,-5.08,0.036000000000000004,0.24,-5.08,0.036000000000000004,0.24,-5.08,0.034,0.24,-5.08,0.036000000000000004,0.24,-5.08,0.034,0.24,-5.08,0.036000000000000004,0.24,-5.08,0.036000000000000004,0.24,-5.08,0.036000000000000004,0.24,-5.08,0.036000000000000004,0.24,-5.08,0.036000000000000004,0.24,-5.08,0.034,0.24,-5.08,0.038,0.24,-5.08,0.036000000000000004,0.24,-5.08,0.034,0.24,-5.08,0.038,0.24,-5.08,0.038,0.24,-5.08,0.034,0.24,-5.08,0.038,0.24,-5.08,0.034,0.24,-5.08
-0.16098582151793164,0.04,0.08,-5.08,0.038,0.08,-5.08,0.04,0.08,-5.08,0.038,0.08,-5.08,0.04,0.08,-5.08,0.034,0.08,-5.08,0.04,0.08,-5.08,0.04,0.08,-5.08,0.04,0.08,-5.08,0.04,0.08,-5.08,0.036000000000000004,0.08,-5.08,0.038,0.08,-5.08,0.04,0.08,-5.08,0.04,0.08,-5.08,0.038,0.08,-5.08,0.042,0.08,-5.08,0.038,0.08,-5.08,0.038,0.08,-5.08,0.042,0.08,-5.08,0.038,0.08,-5.08
-0.16048540450375318,0.034,0.24,-5.08,0.034,0.24,-5.08,0.034,0.24,-5.08,0.034,0.24,-5.08,0.034,0.24,-5.08,0.038,0.24,-5.08,0.034,0.24,-5.08,0.034,0.24,-5.08,0.034,0.24,-5.08,0.036000000000000004,0.24,-5.08,0.04,0.24,-5.08,0.034,0.24,-5.08,0.036000000000000004,0.24,-5.08,0.036000000000000004,0.24,-5.08,0.034,0.24,-5.08,0.038,0.24,-5.08,0.042,0.24,-5.08,0.034,0.24,-5.08,0.038,0.24,-5.08,0.034,0.24,-5.08
-0.15998498748957468,0.038,0.08,-5.08,0.038,0.08,-5.08,0.038,0.08,-5.08,0.038,0.08,-5.08,0.038,0.08,-5.08,0.034,0.08,-5.08,0.038,0.08,-5.08,0.034,0.08,-5.08,0.034,0.08,-5.08,0.04,0.08,-5.08,0.04,0.08,-5.08,0.038,0.08,-5.08,0.036000000000000004,0.08,-5.08,0.04,0.08,-5.08,0.034,0.08,-5.08,0.042,0.08,-5.08,0.042,0.08,-5.08,0.038,0.08,-5.08,0.042,0.08,-5.08,0.038,0.08,-5.08
-0.15948457047539621,0.034,0.24,-5.08,0.034,0.24,-5.08,0.034,0.24,-5.08,0.032,0.24,-5.08,0.034,0.24,-5.08,0.038,0.24,-5.08,0.034,0.24,-5.08,0.038,0.24,-5.08,0.038,0.24,-5.08,0.034,0.24,-5.08,0.034,0.24,-5.08,0.032,0.24,-5.08,0.04,0.24,-5.08,0.034,0.24,-5.08,0.038,0.24,-5.08,0.036000000000000004,0.24,-5.08,0.036000000000000004,0.24,-5.08,0.032,0.24,-5.08,0.036000000000000004,0.24,-5.08,0.032,0.24,-5.08
-0.15898415346121772,0.036000000000000004,0.24,-5.08,0.036000000000000004,0.24,-5.08,0.038,0.24,-5.08,0.036000000000000004,0.24,-5.08,0.034,0.24,-5.08,0.036000000000000004,0.24,-5.08,0.038,0.24,-5.08,0.038,0.24,-5.08,0.036000000000000004,0.24,-5.08,0.038,0.24,-5.08,0.038,0.24,-5.08,0.036000000000000004,0.24,-5.08,0.04,0.24,-5.08,0.036000000000000004,0.24,-5.08,0.036000000000000004,0.24,-5.08,0.04,0.24,-5.08,0.04,0.24,-5.08,0.038,0.24,-5.08,0.04,0.24,-5.08,0.038,0.24,-5.08
-0.15848373644703925,0.032,0.08,-5.08,0.032,0.08,-5.08,0.032,0.08,-5.08,0.032,0.08,-5.08,0.038,0.08,-5.08,0.032,0.08,-5.08,0.032,0.08,-5.08,0.032,0.08,-5.08,0.032,0.08,-5.08,0.032,0.08,-5.08,0.034,0.08,-5.08,0.032,0.08,-5.08,0.034,0.08,-5.08,0.032,0.08,-5.08,0.032,0.08,-5.08,0.036000000000000004,0.08,-5.08,0.034,0.08,-5.08,0.032,0.08,-5.08,0.034,0.08,-5.08,0.032,0.08,-5.08
-0.15798331943286076,0.032,0.08,-5.08,0.036000000000000004,0.08,-5.08,0.032,0.08,-5.08,0.034,0.08,-5.08,0.036000000000000004,0.08,-5.08,0.036000000000000004,0.08,-5.08,0.036000000000000004,0.08,-5.08,0.032,0.08,-5.08,0.036000000000000004,0.08,-5.08,0.036000000000000004,0.08,-5.08,0.038,0.08,-5.08,0.032,0.08,-5.08,0.038,0.08,-5.08,0.032,0.08,-5.08,0.036000000000000004,0.08,-5.08,0.038,0.08,-5.08,0.034,0.08,-5.08,0.036000000000000004,0.08,-5.08,0.038,0.08,-5.08,0.036000000000000004,0.08,-5.08
-0.1574829024186823,0.036000000000000004,0.24,-5.08,0.032,0.24,-5.08,0.038,0.24,-5.08,0.03,0.24,-5.08,0.032,0.24,-5.08,0.03,0.24,-5.08,0.032,0.24,-5.08,0.036000000000000004,0.24,-5.08,0.032,0.24,-5.08,0.032,0.24,-5.08,0.032,0.24,-5.08,0.036000000000000004,0.24,-5.08,0.034,0.24,-5.08,0.036000000000000004,0.24,-5.08,0.032,0.24,-5.08,0.034,0.24,-5.08,0.038,0.24,-5.08,0.032,0.24,-5.08,0.034,0.24,-5.08,0.03,0.24,-5.08
-0.1569824854045038,0.034,0.24,-5.08,0.034,0.24,-5.08,0.036000000000000004,0.24,-5.08,0.034,0.24,-5.08,0.032,0.24,-5.08,0.034,0.24,-5.08,0.032,0.24,-5.08,0.034,0.24,-5.08,0.034,0.24,-5.08,0.036000000000000004,0.24,-5.08,0.032,0.24,-5.08,0.034,0.24,-5.08,0.038,0.24,-5.08,0.032,0.24,-5.08,0.034,0.24,-5.08,0.038,0.24,-5.08,0.038,0.24,-5.08,0.036000000000000004,0.24,-5.08,0.034,0.24,-5.08,0.034,0.24,-5.08
-0.1564820683903253,0.03,0.08,-5.08,0.03,0.08,-5.08,0.03,0.08,-5.08,0.03,0.08,-5.08,0.036000000000000004,0.08,-5.08,0.03,0.08,-5.08,0.036000000000000004,0.08,-5.08,0.03,0.08,-5.08,0.03,0.08,-5.08,0.032,0.08,-5.08,0.036000000000000004,0.08,-5.08,0.03,0.08,-5.08,0.032,0.08,-5.08,0.036000000000000004,0.08,-5.08,0.03,0.08,-5.08,0.032,0.08,-5.08,0.034,0.08,-5.08,0.03,0.08,-5.08,0.038,0.08,-5.08,0.03,0.08,-5.08
-0.15598165137614683,0.03,0.08,-5.08,0.034,0.08,-5.08,0.03,0.08,-5.08,0.034,0.08,-5.08,0.034,0.08,-5.08,0.034,0.08,-5.08,0.034,0.08,-5.08,0.034,0.08,-5.08,0.03,0.08,-5.08,0.034,0.08,-5.08,0.036000000000000004,0.08,-5.08,0.03,0.08,-5.08,0.036000000000000004,0.08,-5.08,0.034,0.08,-5.08,0.03,0.08,-5.08,0.036000000000000004,0.08,-5.08,0.036000000000000004,0.08,-5.08,0.034,0.08,-5.08,0.036000000000000004,0.08,-5.08,0.034,0.08,-5.08
-0.15548123436196834,0.034,0.24,-5.08,0.03,0.24,-5.08,0.034,0.24,-5.08,0.03,0.24,-5.08,0.03,0.24,-5.08,0.03,0.24,-5.08,0.03,0.24,-5.08,0.03,0.24,-5.08,0.034,0.24,-5.08,0.03,0.24,-5.08,0.032,0.24,-5.08,0.034,0.24,-5.08,0.032,0.24,-5.08,0.03,0.24,-5.08,0.034,0.24,-5.08,0.032,0.24,-5.08,0.032,0.24,-5.08,0.03,0.24,-5.08,0.032,0.24,-5.08,0.03,0.24,-5.08
