time,ch1m1,ch2m1,ch3m1,ch1m2,ch2m2,ch3m2,ch1m3,ch2m3,ch3m3,ch1m4,ch2m4,ch3m4,ch1m5,ch2m5,ch3m5,ch1m6,ch2m6,ch3m6,ch1m7,ch2m7,ch3m7,ch1m8,ch2m8,ch3m8,ch1m9,ch2m9,ch3m9,ch1m10,ch2m10,ch3m10,ch1m11,ch2m11,ch3m11,ch1m12,ch2m12,ch3m12,ch1m13,ch2m13,ch3m13,ch1m14,ch2m14,ch3m14,ch1m15,ch2m15,ch3m15,ch1m16,ch2m16,ch3m16,ch1m17,ch2m17,ch3m17,ch1m18,ch2m18,ch3m18,ch1m19,ch2m19,ch3m19,ch1m20,ch2m20,ch3m20
-0.08542285237698086,-0.06,0.24,-5.08,-0.06,0.24,-5.08,-0.062,0.24,-5.08,-0.06,0.24,-5.08,-0.062,0.24,-5.08,-0.06,0.24,-5.08,-0.06,0.24,-5.08,-0.066,0.24,-5.08,-0.06,0.24,-5.08,-0.062,0.24,-5.08,-0.062,0.24,-5.08,-0.058,0.24,-5.08,-0.064,0.24,-5.08,-0.062,0.24,-5.08,-0.06,0.24,-5.08,-0.064,0.24,-5.08,-0.07,0.24,-5.08,-0.06,0.24,-5.08,-0.064,0.24,-5.08,-0.06,0.24,-5.08
-0.08492243536280238,-0.06,0.24,-5.08,-0.064,0.24,-5.08,-0.064,0.24,-5.08,-0.062,0.24,-5.08,-0.066,0.24,-5.08,-0.064,0.24,-5.08,-0.06,0.24,-5.08,-0.066,0.24,-5.08,-0.064,0.24,-5.08,-0.066,0.24,-5.08,-0.066,0.24,-5.08,-0.062,0.24,-5.08,-0.068,0.24,-5.08,-0.066,0.24,-5.08,-0.06,0.24,-5.08,-0.068,0.24,-5.08,-0.068,0.24,-5.08,-0.064,0.24,-5.08,-0.068,0.24,-5.08,-0.064,0.24,-5.08
-0.08442201834862388,-0.064,0.08,-5.08,-0.06,0.08,-5.08,-0.06,0.08,-5.08,-0.058,0.08,-5.08,-0.06,0.08,-5.08,-0.058,0.08,-5.08,-0.064,0.08,-5.08,-0.06,0.08,-5.08,-0.058,0.08,-5.08,-0.06,0.08,-5.08,-0.06,0.08,-5.08,-0.058,0.08,-5.08,-0.062,0.08,-5.08,-0.06,0.08,-5.08,-0.064,0.08,-5.08,-0.062,0.08,-5.08,-0.064,0.08,-5.08,-0.06,0.08,-5.08,-0.064,0.08,-5.08,-0.058,0.08,-5.08
-0.0839216013344454,-0.062,0.08,-5.08,-0.062,0.08,-5.08,-0.064,0.08,-5.08,-0.062,0.08,-5.08,-0.06,0.08,-5.08,-0.058,0.08,-5.08,-0.064,0.08,-5.08,-0.064,0.08,-5.08,-0.058,0.08,-5.08,-0.06,0.08,-5.08,-0.06,0.08,-5.08,-0.062,0.08,-5.08,-0.066,0.08,-5.08,-0.06,0.08,-5.08,-0.064,0.08,-5.08,-0.062,0.08,-5.08,-0.068,0.08,-5.08,-0.062,0.08,-5.08,-0.066,0.08,-5.08,-0.062,0.08,-5.08
-0.08342118432026692,-0.058,0.24,-5.08,-0.058,0.24,-5.08,-0.058,0.24,-5.08,-0.056,0.24,-5.08,-0.064,0.24,-5.08,-0.062,0.24,-5.08,-0.058,0.24,-5.08,-0.058,0.24,-5.08,-0.062,0.24,-5.08,-0.064,0.24,-5.08,-0.064,0.24,-5.08,-0.056,0.24,-5.08,-0.06,0.24,-5.08,-0.064,0.24,-5.08,-0.058,0.24,-5.08,-0.066,0.24,-5.08,-0.062,0.24,-5.08,-0.058,0.24,-5.08,-0.062,0.24,-5.08,-0.056,0.24,-5.08
-0.08292076730608844,-0.062,0.08,-5.08,-0.062,0.08,-5.08,-0.058,0.08,-5.08,-0.06,0.08,-5.08,-0.062,0.08,-5.08,-0.06,0.08,-5.08,-0.062,0.08,-5.08,-0.058,0.08,-5.08,-0.06,0.08,-5.08,-0.062,0.08,-5.08,-0.064,0.08,-5.08,-0.056,0.08,-5.08,-0.06,0.08,-5.08,-0.062,0.08,-5.08,-0.062,0.08,-5.08,-0.066,0.08,-5.08,-0.066,0.08,-5.08,-0.062,0.08,-5.08,-0.064,0.08,-5.08,-0.06,0.08,-5.08
-0.08242035029190996,-0.056,0.24,-5.08,-0.056,0.24,-5.08,-0.062,0.24,-5.08,-0.054,0.24,-5.08,-0.058,0.24,-5.08,-0.056,0.24,-5.08,-0.058,0.24,-5.08,-0.062,0.24,-5.08,-0.056,0.24,-5.08,-0.058,0.24,-5.08,-0.058,0.24,-5.08,-0.06,0.24,-5.08,-0.064,0.24,-5.08,-0.058,0.24,-5.08,-0.056,0.24,-5.08,-0.06,0.24,-5.08,-0.06,0.24,-5.08,-0.056,0.24,-5.08,-0.06,0.24,-5.08,-0.056,0.24,-5.08
-0.08191993327773148,-0.06,0.08,-5.08,-0.06,0.08,-5.08,-0.06,0.08,-5.08,-0.054,0.08,-5.08,-0.062,0.08,-5.08,-0.06,0.08,-5.08,-0.06,0.08,-5.08,-0.06,0.08,-5.08,-0.06,0.08,-5.08,-0.06,0.08,-5.08,-0.062,0.08,-5.08,-0.058,0.08,-5.08,-0.062,0.08,-5.08,-0.06,0.08,-5.08,-0.056,0.08,-5.08,-0.064,0.08,-5.08,-0.06,0.08,-5.08,-0.056,0.08,-5.08,-0.064,0.08,-5.08,-0.06,0.08,-5.08
-0.081419516263553,-0.056,0.24,-5.08,-0.054,0.24,-5.08,-0.056,0.24,-5.08,-0.058,0.24,-5.08,-0.056,0.24,-5.08,-0.054,0.24,-5.08,-0.054,0.24,-5.08,-0.056,0.24,-5.08,-0.054,0.24,-5.08,-0.056,0.24,-5.08,-0.056,0.24,-5.08,-0.054,0.24,-5.08,-0.058,0.24,-5.08,-0.056,0.24,-5.08,-0.06,0.24,-5.08,-0.058,0.24,-5.08,-0.064,0.24,-5.08,-0.06,0.24,-5.08,-0.058,0.24,-5.08,-0.054,0.24,-5.08
-0.08091909924937452,-0.058,0.24,-5.08,-0.058,0.24,-5.08,-0.058,0.24,-5.08,-0.058,0.24,-5.08,-0.06,0.24,-5.08,-0.058,0.24,-5.08,-0.054,0.24,-5.08,-0.06,0.24,-5.08,-0.054,0.24,-5.08,-0.06,0.24,-5.08,-0.06,0.24,-5.08,-0.058,0.24,-5.08,-0.062,0.24,-5.08,-0.06,0.24,-5.08,-0.058,0.24,-5.08,-0.062,0.24,-5.08,-0.062,0.24,-5.08,-0.058,0.24,-5.08,-0.058,0.24,-5.08,-0.058,0.24,-5.08
-0.08041868223519603,-0.054,0.08,-5.08,-0.054,0.08,-5.08,-0.054,0.08,-5.08,-0.052000000000000005,0.08,-5.08,-0.054,0.08,-5.08,-0.052000000000000005,0.08,-5.08,-0.058,0.08,-5.08,-0.054,0.08,-5.08,-0.058,0.08,-5.08,-0.054,0.08,-5.08,-0.054,0.08,-5.08,-0.052000000000000005,0.08,-5.08,-0.056,0.08,-5.08,-0.056,0.08,-5.08,-0.054,0.08,-5.08,-0.056,0.08,-5.08,-0.058,0.08,-5.08,-0.054,0.08,-5.08,-0.062,0.08,-5.08,-0.052000000000000005,0.08,-5.08
-0.07991826522101755,-0.058,0.08,-5.08,-0.058,0.08,-5.08,-0.054,0.08,-5.08,-0.056,0.08,-5.08,-0.054,0.08,-5.08,-0.052000000000000005,0.08,-5.08,-0.056,0.08,-5.08,-0.056,0.08,-5.08,-0.056,0.08,-5.08,-0.054,0.08,-5.08,-0.054,0.08,-5.08,-0.052000000000000005,0.08,-5.08,-0.056,0.08,-5.08,-0.058,0.08,-5.08,-0.058,0.08,-5.08,-0.056,0.08,-5.08,-0.06,0.08,-5.08,-0.058,0.08,-5.08,-0.06,0.08,-5.08,-0.052000000000000005,0.08,-5.08
-0.07941784820683907,-0.052000000000000005,0.24,-5.08,-0.054,0.24,-5.08,-0.058,0.24,-5.08,-0.05,0.24,-5.08,-0.058,0.24,-5.08,-0.056,0.24,-5.08,-0.052000000000000005,0.24,-5.08,-0.052000000000000005,0.24,-5.08,-0.052000000000000005,0.24,-5.08,-0.058,0.24,-5.08,-0.06,0.24,-5.08,-0.056,0.24,-5.08,-0.06,0.24,-5.08,-0.054,0.24,-5.08,-0.052000000000000005,0.24,-5.08,-0.06,0.24,-5.08,-0.056,0.24,-5.08,-0.052000000000000005,0.24,-5.08,-0.056,0.24,-5.08,-0.056,0.24,-5.08
-0.07891743119266058,-0.056,0.24,-5.08,-0.056,0.24,-5.08,-0.056,0.24,-5.08,-0.05,0.24,-5.08,-0.056,0.24,-5.08,-0.052000000000000005,0.24,-5.08,-0.052000000000000005,0.24,-5.08,-0.052000000000000005,0.24,-5.08,-0.056,0.24,-5.08,-0.056,0.24,-5.08,-0.058,0.24,-5.08,-0.054,0.24,-5.08,-0.058,0.24,-5.08,-0.054,0.24,-5.08,-0.052000000000000005,0.24,-5.08,-0.056,0.24,-5.08,-0.056,0.24,-5.08,-0.052000000000000005,0.24,-5.08,-0.056,0.24,-5.08,-0.054,0.24,-5.08
-0.0784170141784821,-0.05,0.08,-5.08,-0.052000000000000005,0.08,-5.08,-0.052000000000000005,0.08,-5.08,-0.054,0.08,-5.08,-0.052000000000000005,0.08,-5.08,-0.054,0.08,-5.08,-0.056,0.08,-5.08,-0.056,0.08,-5.08,-0.05,0.08,-5.08,-0.052000000000000005,0.08,-5.08,-0.052000000000000005,0.08,-5.08,-0.05,0.08,-5.08,-0.054,0.08,-5.08,-0.058,0.08,-5.08,-0.056,0.08,-5.08,-0.06,0.08,-5.08,-0.06,0.08,-5.08,-0.056,0.08,-5.08,-0.06,0.08,-5.08,-0.05,0.08,-5.08
-0.07791659716430362,-0.05,0.08,-5.08,-0.05,0.08,-5.08,-0.054,0.08,-5.08,-0.05,0.08,-5.08,-0.056,0.08,-5.08,-0.05,0.08,-5.08,-0.054,0.08,-5.08,-0.056,0.08,-5.08,-0.05,0.08,-5.08,-0.052000000000000005,0.08,-5.08,-0.052000000000000005,0.08,-5.08,-0.052000000000000005,0.08,-5.08,-0.058,0.08,-5.08,-0.056,0.08,-5.08,-0.054,0.08,-5.08,-0.058,0.08,-5.08,-0.058,0.08,-5.08,-0.05,0.08,-5.08,-0.058,0.08,-5.08,-0.054,0.08,-5.08
-0.07741618015012514,-0.054,0.24,-5.08,-0.054,0.24,-5.08,-0.05,0.24,-5.08,-0.054,0.24,-5.08,-0.05,0.24,-5.08,-0.054,0.24,-5.08,-0.05,0.24,-5.08,-0.05,0.24,-5.08,-0.054,0.24,-5.08,-0.056,0.24,-5.08,-0.056,0.24,-5.08,-0.048,0.24,-5.08,-0.054,0.24,-5.08,-0.052000000000000005,0.24,-5.08,-0.05,0.24,-5.08,-0.054,0.24,-5.08,-0.054,0.24,-5.08,-0.054,0.24,-5.08,-0.054,0.24,-5.08,-0.048,0.24,-5.08
-0.07691576313594665,-0.05,0.08,-5.08,-0.05,0.08,-5.08,-0.054,0.08,-5.08,-0.052000000000000005,0.08,-5.08,-0.054,0.08,-5.08,-0.052000000000000005,0.08,-5.08,-0.054,0.08,-5.08,-0.05,0.08,-5.08,-0.052000000000000005,0.08,-5.08,-0.054,0.08,-5.08,-0.056,0.08,-5.08,-0.052000000000000005,0.08,-5.08,-0.056,0.08,-5.08,-0.054,0.08,-5.08,-0.052000000000000005,0.08,-5.08,-0.056,0.08,-5.08,-0.056,0.08,-5.08,-0.05,0.08,-5.08,-0.056,0.08,-5.08,-0.048,0.08,-5.08
-0.07641534612176817,-0.052000000000000005,0.24,-5.08,-0.054,0.24,-5.08,-0.05,0.24,-5.08,-0.048,0.24,-5.08,-0.05,0.24,-5.08,-0.048,0.24,-5.08,-0.048,0.24,-5.08,-0.054,0.24,-5.08,-0.048,0.24,-5.08,-0.05,0.24,-5.08,-0.05,0.24,-5.08,-0.048,0.24,-5.08,-0.05,0.24,-5.08,-0.05,0.24,-5.08,-0.048,0.24,-5.08,-0.052000000000000005,0.24,-5.08,-0.052000000000000005,0.24,-5.08,-0.054,0.24,-5.08,-0.052000000000000005,0.24,-5.08,-0.052000000000000005,0.24,-5.08
-0.0759149291075897,-0.048,0.08,-5.08,-0.052000000000000005,0.08,-5.08,-0.052000000000000005,0.08,-5.08,-0.052000000000000005,0.08,-5.08,-0.054,0.08,-5.08,-0.052000000000000005,0.08,-5.08,-0.048,0.08,-5.08,-0.052000000000000005,0.08,-5.08,-0.052000000000000005,0.08,-5.08,-0.054,0.08,-5.08,-0.054,0.08,-5.08,-0.05,0.08,-5.08,-0.054,0.08,-5.08,-0.054,0.08,-5.08,-0.048,0.08,-5.08,-0.056,0.08,-5.08,-0.056,0.08,-5.08,-0.048,0.08,-5.08,-0.054,0.08,-5.08,-0.052000000000000005,0.08,-5.08
-0.07541451209341121,-0.052000000000000005,0.24,-5.08,-0.048,0.24,-5.08,-0.048,0.24,-5.08,-0.046,0.24,-5.08,-0.048,0.24,-5.08,-0.046,0.24,-5.08,-0.052000000000000005,0.24,-5.08,-0.048,0.24,-5.08,-0.046,0.24,-5.08,-0.048,0.24,-5.08,-0.048,0.24,-5.08,-0.046,0.24,-5.08,-0.05,0.24,-5.08,-0.048,0.24,-5.08,-0.052000000000000005,0.24,-5.08,-0.05,0.24,-5.08,-0.05,0.24,-5.08,-0.052000000000000005,0.24,-5.08,-0.05,0.24,-5.08,-0.046,0.24,-5.08
-0.07491409507923273,-0.052000000000000005,0.24,-5.08,-0.05,0.24,-5.08,-0.05,0.24,-5.08,-0.046,0.24,-5.08,-0.052000000000000005,0.24,-5.08,-0.046,0.24,-5.08,-0.05,0.24,-5.08,-0.05,0.24,-5.08,-0.046,0.24,-5.08,-0.052000000000000005,0.24,-5.08,-0.052000000000000005,0.24,-5.08,-0.046,0.24,-5.08,-0.054,0.24,-5.08,-0.052000000000000005,0.24,-5.08,-0.05,0.24,-5.08,-0.05,0.24,-5.08,-0.054,0.24,-5.08,-0.052000000000000005,0.24,-5.08,-0.05,0.24,-5.08,-0.046,0.24,-5.08
-0.07441367806505425,-0.046,0.08,-5.08,-0.046,0.08,-5.08,-0.046,0.08,-5.08,-0.048,0.08,-5.08,-0.048,0.08,-5.08,-0.05,0.08,-5.08,-0.046,0.08,-5.08,-0.046,0.08,-5.08,-0.05,0.08,-5.08,-0.046,0.08,-5.08,-0.046,0.08,-5.08,-0.05,0.08,-5.08,-0.048,0.08,-5.08,-0.048,0.08,-5.08,-0.046,0.08,-5.08,-0.054,0.08,-5.08,-0.05,0.08,-5.08,-0.046,0.08,-5.08,-0.054,0.08,-5.08,-0.05,0.08,-5.08
-0.07391326105087576,-0.046,0.24,-5.08,-0.046,0.24,-5.08,-0.046,0.24,-5.08,-0.048,0.24,-5.08,-0.05,0.24,-5.08,-0.048,0.24,-5.08,-0.05,0.24,-5.08,-0.046,0.24,-5.08,-0.048,0.24,-5.08,-0.046,0.24,-5.08,-0.046,0.24,-5.08,-0.048,0.24,-5.08,-0.052000000000000005,0.24,-5.08,-0.05,0.24,-5.08,-0.046,0.24,-5.08,-0.052000000000000005,0.24,-5.08,-0.054,0.24,-5.08,-0.05,0.24,-5.08,-0.048,0.24,-5.08,-0.044,0.24,-5.08
-0.07341284403669728,-0.05,0.08,-5.08,-0.05,0.08,-5.08,-0.05,0.08,-5.08,-0.044,0.08,-5.08,-0.046,0.08,-5.08,-0.044,0.08,-5.08,-0.044,0.08,-5.08,-0.05,0.08,-5.08,-0.044,0.08,-5.08,-0.05,0.08,-5.08,-0.05,0.08,-5.08,-0.044,0.08,-5.08,-0.046,0.08,-5.08,-0.046,0.08,-5.08,-0.05,0.08,-5.08,-0.048,0.08,-5.08,-0.048,0.08,-5.08,-0.044,0.08,-5.08,-0.052000000000000005,0.08,-5.08,-0.048,0.08,-5.08
-0.0729124270225188,-0.048,0.08,-5.08,-0.048,0.08,-5.08,-0.048,0.08,-5.08,-0.048,0.08,-5.08,-0.048,0.08,-5.08,-0.044,0.08,-5.08,-0.048,0.08,-5.08,-0.048,0.08,-5.08,-0.044,0.08,-5.08,-0.05,0.08,-5.08,-0.046,0.08,-5.08,-0.048,0.08,-5.08,-0.046,0.08,-5.08,-0.05,0.08,-5.08,-0.048,0.08,-5.08,-0.048,0.08,-5.08,-0.052000000000000005,0.08,-5.08,-0.044,0.08,-5.08,-0.048,0.08,-5.08,-0.044,0.08,-5.08
-0.07241201000834031,-0.044,0.24,-5.08,-0.044,0.24,-5.08,-0.044,0.24,-5.08,-0.042,0.24,-5.08,-0.044,0.24,-5.08,-0.048,0.24,-5.08,-0.044,0.24,-5.08,-0.044,0.24,-5.08,-0.048,0.24,-5.08,-0.044,0.24,-5.08,-0.05,0.24,-5.08,-0.042,0.24,-5.08,-0.05,0.24,-5.08,-0.044,0.24,-5.08,-0.044,0.24,-5.08,-0.052000000000000005,0.24,-5.08,-0.048,0.24,-5.08,-0.048,0.24,-5.08,-0.052000000000000005,0.24,-5.08,-0.048,0.24,-5.08
-0.07191159299416183,-0.046,0.24,-5.08,-0.046,0.24,-5.08,-0.044,0.24,-5.08,-0.042,0.24,-5.08,-0.044,0.24,-5.08,-0.046,0.24,-5.08,-0.044,0.24,-5.08,-0.044,0.24,-5.08,-0.048,0.24,-5.08,-0.048,0.24,-5.08,-0.048,0.24,-5.08,-0.042,0.24,-5.08,-0.05,0.24,-5.08,-0.048,0.24,-5.08,-0.046,0.24,-5.08,-0.05,0.24,-5.08,-0.052000000000000005,0.24,-5.08,-0.048,0.24,-5.08,-0.05,0.24,-5.08,-0.044,0.24,-5.08
-0.07141117597998335,-0.042,0.08,-5.08,-0.044,0.08,-5.08,-0.048,0.08,-5.08,-0.046,0.08,-5.08,-0.048,0.08,-5.08,-0.042,0.08,-5.08,-0.048,0.08,-5.08,-0.048,0.08,-5.08,-0.042,0.08,-5.08,-0.044,0.08,-5.08,-0.044,0.08,-5.08,-0.046,0.08,-5.08,-0.044,0.08,-5.08,-0.044,0.08,-5.08,-0.042,0.08,-5.08,-0.046,0.08,-5.08,-0.046,0.08,-5.08,-0.042,0.08,-5.08,-0.046,0.08,-5.08,-0.042,0.08,-5.08
-0.07091075896580487,-0.046,0.24,-5.08,-0.042,0.24,-5.08,-0.046,0.24,-5.08,-0.042,0.24,-5.08,-0.046,0.24,-5.08,-0.046,0.24,-5.08,-0.046,0.24,-5.08,-0.046,0.24,-5.08,-0.046,0.24,-5.08,-0.048,0.24,-5.08,-0.048,0.24,-5.08,-0.044,0.24,-5.08,-0.044,0.24,-5.08,-0.048,0.24,-5.08,-0.046,0.24,-5.08,-0.05,0.24,-5.08,-0.05,0.24,-5.08,-0.042,0.24,-5.08,-0.048,0.24,-5.08,-0.046,0.24,-5.08
-0.07041034195162639,-0.042,0.08,-5.08,-0.046,0.08,-5.08,-0.042,0.08,-5.08,-0.046,0.08,-5.08,-0.042,0.08,-5.08,-0.04,0.08,-5.08,-0.042,0.08,-5.08,-0.042,0.08,-5.08,-0.04,0.08,-5.08,-0.042,0.08,-5.08,-0.042,0.08,-5.08,-0.04,0.08,-5.08,-0.048,0.08,-5.08,-0.042,0.08,-5.08,-0.04,0.08,-5.08,-0.044,0.08,-5.08,-0.044,0.08,-5.08,-0.046,0.08,-5.08,-0.044,0.08,-5.08,-0.04,0.08,-5.08
-0.06990992493744791,-0.046,0.24,-5.08,-0.046,0.24,-5.08,-0.042,0.24,-5.08,-0.04,0.24,-5.08,-0.042,0.24,-5.08,-0.04,0.24,-5.08,-0.044,0.24,-5.08,-0.046,0.24,-5.08,-0.04,0.24,-5.08,-0.042,0.24,-5.08,-0.048,0.24,-5.08,-0.04,0.24,-5.08,-0.048,0.24,-5.08,-0.042,0.24,-5.08,-0.04,0.24,-5.08,-0.044,0.24,-5.08,-0.048,0.24,-5.08,-0.044,0.24,-5.08,-0.048,0.24,-5.08,-0.044,0.24,-5.08
-0.06940950792326943,-0.04,0.08,-5.08,-0.04,0.08,-5.08,-0.046,0.08,-5.08,-0.044,0.08,-5.08,-0.046,0.08,-5.08,-0.044,0.08,-5.08,-0.042,0.08,-5.08,-0.04,0.08,-5.08,-0.044,0.08,-5.08,-0.046,0.08,-5.08,-0.042,0.08,-5.08,-0.044,0.08,-5.08,-0.042,0.08,-5.08,-0.046,0.08,-5.08,-0.044,0.08,-5.08,-0.048,0.08,-5.08,-0.044,0.08,-5.08,-0.04,0.08,-5.08,-0.044,0.08,-5.08,-0.04,0.08,-5.08
-0.06890909090909095,-0.04,0.24,-5.08,-0.044,0.24,-5.08,-0.044,0.24,-5.08,-0.042,0.24,-5.08,-0.046,0.24,-5.08,-0.044,0.24,-5.08,-0.04,0.24,-5.08,-0.044,0.24,-5.08,-0.042,0.24,-5.08,-0.046,0.24,-5.08,-0.046,0.24,-5.08,-0.042,0.24,-5.08,-0.042,0.24,-5.08,-0.046,0.24,-5.08,-0.04,0.24,-5.08,-0.046,0.24,-5.08,-0.046,0.24,-5.08,-0.044,0.24,-5.08,-0.048,0.24,-5.08,-0.044,0.24,-5.08
-0.06840867389491245,-0.044,0.08,-5.08,-0.04,0.08,-5.08,-0.04,0.08,-5.08,-0.038,0.08,-5.08,-0.04,0.08,-5.08,-0.038,0.08,-5.08,-0.044,0.08,-5.08,-0.04,0.08,-5.08,-0.038,0.08,-5.08,-0.04,0.08,-5.08,-0.04,0.08,-5.08,-0.038,0.08,-5.08,-0.046,0.08,-5.08,-0.04,0.08,-5.08,-0.044,0.08,-5.08,-0.042,0.08,-5.08,-0.042,0.08,-5.08,-0.04,0.08,-5.08,-0.042,0.08,-5.08,-0.04,0.08,-5.08
-0.06790825688073397,-0.042,0.24,-5.08,-0.042,0.24,-5.08,-0.042,0.24,-5.08,-0.038,0.24,-5.08,-0.04,0.24,-5.08,-0.04,0.24,-5.08,-0.042,0.24,-5.08,-0.038,0.24,-5.08,-0.04,0.24,-5.08,-0.042,0.24,-5.08,-0.04,0.24,-5.08,-0.038,0.24,-5.08,-0.042,0.24,-5.08,-0.042,0.24,-5.08,-0.038,0.24,-5.08,-0.042,0.24,-5.08,-0.042,0.24,-5.08,-0.042,0.24,-5.08,-0.042,0.24,-5.08,-0.038,0.24,-5.08
-0.06740783986655549,-0.038,0.08,-5.08,-0.038,0.08,-5.08,-0.038,0.08,-5.08,-0.04,0.08,-5.08,-0.044,0.08,-5.08,-0.038,0.08,-5.08,-0.038,0.08,-5.08,-0.042,0.08,-5.08,-0.038,0.08,-5.08,-0.038,0.08,-5.08,-0.044,0.08,-5.08,-0.04,0.08,-5.08,-0.04,0.08,-5.08,-0.04,0.08,-5.08,-0.042,0.08,-5.08,-0.046,0.08,-5.08,-0.046,0.08,-5.08,-0.038,0.08,-5.08,-0.046,0.08,-5.08,-0.042,0.08,-5.08
-0.06690742285237701,-0.04,0.08,-5.08,-0.04,0.08,-5.08,-0.04,0.08,-5.08,-0.038,0.08,-5.08,-0.038,0.08,-5.08,-0.04,0.08,-5.08,-0.038,0.08,-5.08,-0.038,0.08,-5.08,-0.04,0.08,-5.08,-0.04,0.08,-5.08,-0.044,0.08,-5.08,-0.038,0.08,-5.08,-0.042,0.08,-5.08,-0.04,0.08,-5.08,-0.038,0.08,-5.08,-0.044,0.08,-5.08,-0.044,0.08,-5.08,-0.04,0.08,-5.08,-0.04,0.08,-5.08,-0.04,0.08,-5.08
-0.06640700583819853,-0.038,0.24,-5.08,-0.038,0.24,-5.08,-0.038,0.24,-5.08,-0.034,0.24,-5.08,-0.042,0.24,-5.08,-0.034,0.24,-5.08,-0.042,0.24,-5.08,-0.042,0.24,-5.08,-0.038,0.24,-5.08,-0.038,0.24,-5.08,-0.038,0.24,-5.08,-0.034,0.24,-5.08,-0.04,0.24,-5.08,-0.038,0.24,-5.08,-0.04,0.24,-5.08,-0.04,0.24,-5.08,-0.04,0.24,-5.08,-0.038,0.24,-5.08,-0.044,0.24,-5.08,-0.034,0.24,-5.08
-0.06590658882402005,-0.04,0.08,-5.08,-0.04,0.08,-5.08,-0.04,0.08,-5.08,-0.036000000000000004,0.08,-5.08,-0.042,0.08,-5.08,-0.038,0.08,-5.08,-0.04,0.08,-5.08,-0.038,0.08,-5.08,-0.04,0.08,-5.08,-0.038,0.08,-5.08,-0.038,0.08,-5.08,-0.034,0.08,-5.08,-0.042,0.08,-5.08,-0.038,0.08,-5.08,-0.036000000000000004,0.08,-5.08,-0.04,0.08,-5.08,-0.042,0.08,-5.08,-0.04,0.08,-5.08,-0.04,0.08,-5.08,-0.036000000000000004,0.08,-5.08
-0.06540617180984157,-0.036000000000000004,0.24,-5.08,-0.036000000000000004,0.24,-5.08,-0.036000000000000004,0.24,-5.08,-0.04,0.24,-5.08,-0.036000000000000004,0.24,-5.08,-0.034,0.24,-5.08,-0.036000000000000004,0.24,-5.08,-0.042,0.24,-5.08,-0.036000000000000004,0.24,-5.08,-0.042,0.24,-5.08,-0.042,0.24,-5.08,-0.04,0.24,-5.08,-0.038,0.24,-5.08,-0.042,0.24,-5.08,-0.04,0.24,-5.08,-0.044,0.24,-5.08,-0.04,0.24,-5.08,-0.036000000000000004,0.24,-5.08,-0.044,0.24,-5.08,-0.04,0.24,-5.08
-0.06490575479566309,-0.038,0.08,-5.08,-0.036000000000000004,0.08,-5.08,-0.038,0.08,-5.08,-0.036000000000000004,0.08,-5.08,-0.038,0.08,-5.08,-0.034,0.08,-5.08,-0.034,0.08,-5.08,-0.036000000000000004,0.08,-5.08,-0.038,0.08,-5.08,-0.04,0.08,-5.08,-0.042,0.08,-5.08,-0.036000000000000004,0.08,-5.08,-0.038,0.08,-5.08,-0.04,0.08,-5.08,-0.036000000000000004,0.08,-5.08,-0.038,0.08,-5.08,-0.038,0.08,-5.08,-0.038,0.08,-5.08,-0.042,0.08,-5.08,-0.036000000000000004,0.08,-5.08
-0.0644053377814846,-0.034,0.24,-5.08,-0.04,0.24,-5.08,-0.034,0.24,-5.08,-0.034,0.24,-5.08,-0.034,0.24,-5.08,-0.038,0.24,-5.08,-0.04,0.24,-5.08,-0.04,0.24,-5.08,-0.034,0.24,-5.08,-0.034,0.24,-5.08,-0.034,0.24,-5.08,-0.032,0.24,-5.08,-0.042,0.24,-5.08,-0.034,0.24,-5.08,-0.04,0.24,-5.08,-0.042,0.24,-5.08,-0.042,0.24,-5.08,-0.034,0.24,-5.08,-0.038,0.24,-5.08,-0.034,0.24,-5.08
-0.06390492076730613,-0.036000000000000004,0.08,-5.08,-0.038,0.08,-5.08,-0.036000000000000004,0.08,-5.08,-0.036000000000000004,0.08,-5.08,-0.036000000000000004,0.08,-5.08,-0.036000000000000004,0.08,-5.08,-0.038,0.08,-5.08,-0.038,0.08,-5.08,-0.036000000000000004,0.08,-5.08,-0.038,0.08,-5.08,-0.038,0.08,-5.08,-0.036000000000000004,0.08,-5.08,-0.042,0.08,-5.08,-0.036000000000000004,0.08,-5.08,-0.034,0.08,-5.08,-0.042,0.08,-5.08,-0.038,0.08,-5.08,-0.036000000000000004,0.08,-5.08,-0.038,0.08,-5.08,-0.036000000000000004,0.08,-5.08
-0.06340450375312764,-0.034,0.24,-5.08,-0.034,0.24,-5.08,-0.032,0.24,-5.08,-0.032,0.24,-5.08,-0.038,0.24,-5.08,-0.032,0.24,-5.08,-0.032,0.24,-5.08,-0.034,0.24,-5.08,-0.032,0.24,-5.08,-0.034,0.24,-5.08,-0.034,0.24,-5.08,-0.032,0.24,-5.08,-0.036000000000000004,0.24,-5.08,-0.038,0.24,-5.08,-0.038,0.24,-5.08,-0.036000000000000004,0.24,-5.08,-0.042,0.24,-5.08,-0.034,0.24,-5.08,-0.042,0.24,-5.08,-0.032,0.24,-5.08
