#Thorlabs FTS
[SpectrumHeader]
#Date	20180528
#Time	15171458
#GMTTime	13171458
#XAxisUnit	nm_air
#YAxisUnit	intensity
#Average	1
#RollingAverage	0
#SpectrumSmooth	0
#SSmoothParam1	0
#SSmoothParam2	0
#SSmoothParam3	0
#SSmoothParam4	0
#IntegrationTime	0.200000
#TriggerMode	0
#InterferometerSerial	M00454179
#Source	
#AirMeasureOpt	0
#WnrMin	0.000000
#WnrMax	0.000000
#Length	3648
#Resolution	0.0000000000e+000
#ADC	0
#Instrument	0
#InstrModel	CCS175
#Type	emission
#AirTemp	0.00
#AirPressure	0.00
#AirRelHum	0.00
#Name	
#Comment	""
[Data]
4.993849182e+002	3.802126944e-001
4.995432129e+002	3.758831620e-001
4.997015381e+002	3.927683830e-001
4.998598633e+002	3.845422566e-001
5.000181885e+002	3.913931251e-001
5.001765137e+002	3.905526698e-001
5.003348694e+002	3.856373727e-001
5.004932251e+002	3.909092247e-001
5.006515808e+002	3.880822957e-001
5.008099670e+002	3.938125670e-001
5.009683533e+002	3.887444437e-001
5.011267395e+002	3.883369565e-001
5.012851257e+002	4.010964036e-001
5.014435425e+002	3.987788260e-001
5.016019592e+002	3.871654272e-001
5.017603760e+002	3.972507417e-001
5.019188232e+002	4.009690583e-001
5.020772400e+002	3.959009349e-001
5.022356873e+002	4.013256133e-001
5.023941650e+002	4.065465331e-001
5.025526123e+002	4.063937068e-001
5.027110901e+002	4.048401713e-001
5.028695679e+002	4.073869586e-001
5.030280762e+002	4.070049524e-001
5.031865540e+002	4.214962125e-001
5.033450623e+002	4.232534766e-001
5.035036011e+002	4.221074283e-001
5.036621094e+002	4.197898507e-001
5.038206482e+002	4.171666503e-001
5.039791870e+002	4.043053389e-001
5.041377258e+002	4.065719843e-001
5.042962952e+002	4.060881138e-001
5.044548340e+002	4.050693810e-001
5.046134338e+002	4.225913286e-001
5.047720032e+002	4.325492680e-001
5.049306030e+002	4.368278980e-001
5.050891724e+002	4.433476627e-001
5.052478027e+002	4.384068847e-001
5.054064026e+002	4.392982721e-001
5.055650330e+002	4.502749443e-001
5.057236633e+002	4.495873153e-001
5.058822937e+002	4.624740779e-001
5.060409546e+002	4.645879269e-001
5.061995850e+002	4.648171365e-001
5.063582764e+002	4.763795733e-001
5.065169373e+002	4.681279659e-001
5.066756287e+002	4.645369947e-001
5.068342896e+002	4.668036401e-001
5.069930115e+002	4.665489495e-001
5.071517029e+002	4.658867717e-001
5.073104248e+002	4.708784819e-001
5.074691467e+002	4.657849073e-001
5.076278687e+002	4.748260081e-001
5.077865906e+002	4.690193236e-001
5.079453430e+002	4.667017460e-001
5.081040955e+002	4.663961530e-001
5.082628479e+002	4.617100358e-001
5.084216309e+002	4.648425877e-001
5.085804138e+002	4.753608406e-001
5.087391968e+002	4.789008796e-001
5.088979797e+002	4.824663997e-001
5.090567932e+002	4.872798324e-001
5.092156067e+002	4.993261695e-001
5.093744202e+002	5.003448725e-001
5.095332642e+002	5.048272610e-001
5.096920776e+002	5.042669177e-001
5.098509216e+002	4.960153401e-001
5.100097961e+002	4.935958683e-001
5.101686401e+002	4.952258170e-001
5.103275146e+002	4.976962209e-001
5.104863892e+002	5.062025189e-001
5.106452637e+002	5.021021366e-001
5.108041687e+002	5.064826608e-001
5.109630737e+002	5.028152466e-001
5.111219788e+002	5.096661448e-001
5.112808838e+002	5.132316351e-001
5.114398193e+002	5.221453905e-001
5.115987549e+002	5.227057338e-001
5.117576904e+002	5.211012363e-001
5.119166565e+002	5.297603011e-001
5.120756226e+002	5.357962251e-001
5.122345581e+002	5.237498879e-001
5.123935547e+002	5.311101079e-001
5.125525513e+002	5.212795138e-001
5.127114868e+002	5.191656947e-001
5.128704834e+002	5.159312487e-001
5.130295410e+002	5.316449404e-001
5.131885376e+002	5.232150555e-001
5.133475342e+002	5.276464820e-001
5.135065918e+002	5.334277153e-001
5.136656494e+002	5.341662765e-001
5.138246460e+002	5.382665992e-001
5.139837036e+002	5.357707739e-001
5.141428223e+002	5.245139599e-001
5.143018799e+002	5.227820873e-001
5.144609375e+002	5.272899270e-001
5.146200562e+002	5.281303525e-001
5.147791138e+002	5.321288705e-001
5.149382324e+002	5.388523936e-001
5.150973511e+002	5.321033597e-001
5.152564697e+002	5.396418571e-001
5.154155884e+002	5.390051603e-001
5.155747070e+002	5.379100442e-001
5.157338867e+002	5.357198119e-001
5.158930054e+002	5.481736064e-001
5.160521851e+002	5.460343361e-001
5.162113647e+002	5.452193618e-001
5.163705444e+002	5.566290021e-001
5.165297241e+002	5.362800956e-001
5.166889038e+002	5.229349136e-001
5.168480835e+002	5.093860030e-001
5.170073242e+002	4.920423329e-001
5.171665649e+002	4.942580462e-001
5.173257446e+002	4.826446772e-001
5.174849854e+002	4.841472805e-001
5.176442261e+002	4.990969598e-001
5.178034668e+002	5.249978304e-001
5.179627686e+002	5.440223813e-001
5.181220093e+002	5.451683998e-001
5.182813110e+002	5.300914049e-001
5.184405518e+002	5.095897317e-001
5.185998535e+002	4.880948067e-001
5.187591553e+002	5.044197440e-001
5.189184570e+002	5.199042559e-001
5.190777588e+002	5.372988582e-001
5.192371216e+002	5.375534892e-001
5.193964233e+002	5.431055427e-001
5.195557861e+002	5.355924964e-001
5.197150879e+002	5.483009815e-001
5.198744507e+002	5.512043238e-001
5.200338135e+002	5.662049055e-001
5.201931763e+002	5.667397380e-001
5.203525391e+002	5.751696229e-001
5.205119629e+002	5.818676949e-001
5.206713257e+002	5.703052282e-001
5.208307495e+002	5.677075386e-001
5.209901733e+002	5.717824101e-001
5.211495972e+002	5.784549713e-001
5.213090210e+002	5.889477730e-001
5.214684448e+002	5.927934051e-001
5.216278687e+002	5.960533023e-001
5.217873535e+002	5.962825418e-001
5.219467773e+002	5.934046507e-001
5.221062622e+002	5.955948830e-001
5.222657471e+002	6.129640341e-001
5.224252319e+002	6.141610146e-001
5.225847168e+002	6.150524020e-001
5.227442017e+002	5.867575407e-001
5.229036865e+002	5.842871666e-001
5.230632324e+002	5.882092118e-001
5.232227173e+002	5.980653167e-001
5.233822632e+002	6.035154462e-001
5.235418091e+002	5.973776579e-001
5.237013550e+002	6.016308069e-001
5.238609009e+002	6.166568398e-001
5.240204468e+002	6.206808090e-001
5.241800537e+002	6.158164144e-001
5.243395996e+002	6.268949509e-001
5.244992065e+002	6.208081245e-001
5.246588135e+002	6.293908358e-001
5.248183594e+002	6.283466220e-001
5.249780273e+002	6.304095387e-001
5.251376343e+002	6.261309385e-001
5.252972412e+002	6.276335716e-001
5.254568481e+002	6.222088933e-001
5.256165161e+002	6.296964288e-001
5.257761841e+002	6.369038820e-001
5.259357910e+002	6.457412243e-001
5.260954590e+002	6.499434114e-001
5.262551270e+002	6.427360177e-001
5.264148560e+002	6.242208481e-001
5.265745239e+002	6.002300382e-001
5.267341919e+002	5.965626836e-001
5.268939209e+002	5.978615284e-001
5.270536499e+002	5.866047144e-001
5.272133789e+002	5.871649981e-001
5.273731079e+002	5.968682766e-001
5.275328369e+002	6.107482910e-001
5.276925659e+002	6.152306795e-001
5.278522949e+002	6.163003445e-001
5.280120850e+002	6.234058738e-001
5.281718140e+002	6.338222623e-001
5.283316040e+002	6.417173147e-001
5.284913940e+002	6.303076744e-001
5.286511841e+002	6.385338306e-001
5.288109741e+002	6.515733600e-001
5.289707642e+002	6.586025357e-001
5.291306152e+002	6.627792716e-001
5.292904053e+002	6.666504145e-001
5.294502563e+002	6.796135902e-001
5.296101074e+002	6.767356992e-001
5.297699585e+002	6.686114073e-001
5.299298096e+002	6.565905809e-001
5.300896606e+002	6.643073559e-001
5.302495117e+002	6.618878841e-001
5.304094238e+002	6.682294011e-001
5.305692749e+002	6.720495820e-001
5.307291870e+002	6.842996478e-001
5.308890991e+002	6.860060096e-001
5.310490112e+002	6.852928996e-001
5.312089233e+002	6.868209839e-001
5.313688354e+002	7.005991340e-001
5.315287476e+002	6.980268955e-001
5.316887207e+002	6.948943138e-001
5.318486328e+002	6.921182871e-001
5.320086060e+002	7.058455348e-001
5.321685791e+002	6.956074238e-001
5.323285522e+002	6.872285008e-001
5.324885254e+002	7.127982378e-001
5.326484985e+002	6.636706591e-001
5.328084717e+002	6.785693765e-001
5.329685059e+002	6.603597999e-001
5.331285400e+002	6.501981020e-001
5.332885132e+002	6.659118533e-001
5.334485474e+002	6.905393004e-001
5.336085815e+002	6.913288236e-001
5.337686157e+002	6.908448935e-001
5.339286499e+002	6.885782480e-001
5.340887451e+002	6.927549839e-001
5.342487793e+002	6.784420609e-001
5.344088745e+002	6.833573580e-001
5.345689697e+002	6.896479130e-001
5.347290649e+002	6.991984248e-001
5.348891602e+002	6.974920630e-001
5.350492554e+002	6.912269592e-001
5.352093506e+002	6.994530559e-001
5.353694458e+002	7.064058185e-001
5.355296021e+002	7.179682255e-001
5.356897583e+002	7.195218205e-001
5.358498535e+002	7.255322337e-001
5.360100098e+002	7.389792800e-001
5.361701660e+002	7.287157178e-001
5.363303223e+002	7.330707312e-001
5.364905396e+002	7.256850600e-001
5.366506958e+002	7.181974649e-001
5.368109131e+002	7.215083241e-001
5.369710693e+002	7.114993930e-001
5.371312866e+002	7.090035677e-001
5.372915039e+002	7.030186057e-001
5.374517212e+002	6.975429654e-001
5.376119385e+002	7.223742008e-001
5.377721558e+002	7.246153951e-001
5.379324341e+002	7.326887250e-001
5.380926514e+002	7.284101248e-001
5.382529297e+002	7.338857055e-001
5.384132080e+002	7.273913622e-001
5.385734863e+002	7.189105749e-001
5.387337646e+002	7.295306921e-001
5.388940430e+002	7.424429059e-001
5.390543213e+002	7.348535061e-001
5.392146606e+002	7.325613499e-001
5.393749390e+002	7.287157178e-001
5.395352783e+002	7.194963098e-001
5.396956177e+002	7.323830724e-001
5.398559570e+002	7.254812717e-001
5.400162964e+002	7.207697034e-001
5.401766357e+002	7.219157815e-001
5.403369751e+002	7.195218205e-001
5.404973755e+002	7.317973375e-001
5.406577148e+002	7.080103159e-001
5.408181152e+002	7.000897527e-001
5.409785156e+002	7.067878246e-001
5.411389160e+002	7.071189284e-001
5.412993164e+002	7.204641104e-001
5.414597168e+002	7.216865420e-001
5.416201172e+002	7.206169367e-001
5.417805786e+002	7.270603180e-001
5.419409790e+002	7.370182872e-001
5.421014404e+002	7.374002934e-001
5.422619019e+002	7.384699583e-001
5.424223633e+002	7.366362214e-001
5.425828247e+002	7.356429696e-001
5.427432861e+002	7.324849963e-001
5.429037476e+002	7.515094876e-001
5.430642700e+002	7.529611588e-001
5.432247314e+002	7.433852553e-001
5.433852539e+002	7.436908484e-001
5.435457764e+002	7.379096150e-001
5.437062988e+002	7.312370539e-001
5.438668213e+002	7.537252307e-001
5.440273438e+002	7.544892430e-001
5.441879272e+002	7.711961865e-001
5.443484497e+002	7.894312143e-001
5.445090332e+002	7.727242708e-001
5.446695557e+002	7.633266449e-001
5.448301392e+002	7.493956685e-001
5.449907227e+002	7.518660426e-001
5.451513062e+002	7.693116069e-001
5.453118896e+002	7.841848731e-001
5.454725342e+002	7.906282544e-001
5.456331177e+002	7.778688073e-001
5.457937622e+002	7.690314054e-001
5.459543457e+002	7.722658515e-001
5.461149902e+002	7.812305689e-001
5.462756348e+002	7.967659831e-001
5.464362793e+002	7.872919440e-001
5.465969238e+002	7.691333294e-001
5.467576294e+002	7.858657241e-001
5.469182739e+002	7.904244661e-001
5.470789795e+002	7.922836542e-001
